address,admin_name,external_id,facility_name,latitude,longitude,manager,operation_status,phone
충청남도 아산시 법곡동 328,충청남도 아산시청,,꿈찬어린이공원,36.76459974,127.011811,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 풍기동 494,충청남도 아산시청,,샛들어린이공원,36.775913,127.023148,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1918,충청남도 아산시청,,장재울어린이공원,36.785169,127.111123,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1213,충청남도 아산시청,,용연어린이공원,36.792743,127.092445,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1290,충청남도 아산시청,,한글어린이공원,36.792411,127.093682,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1209,충청남도 아산시청,,마을내어린이공원,36.791141,127.088882,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 용화동 710,충청남도 아산시청,,더함어린이공원,36.772847,126.995976,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 용화동 842,충청남도 아산시청,,온사랑어린이공원,36.7694311,126.995079,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 풍기동 229-80,충청남도 아산시청,,아이좋아어린이공원,36.775586,127.016356,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 권곡동85-3,충청남도 아산시청,,새싹어린이공원,36.790059,127.019535,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 모종동 639,충청남도 아산시청,,어울림근린공원,36.782446,127.021547,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 풍기동 453,충청남도 아산시청,,가온길근린공원,36.777539,127.019488,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 월랑리 550-1,충청남도 아산시청,,월랑수변공원,36.8456119,127.0721158,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 월랑리 703,충청남도 아산시청,,달비체근린공원,36.8545768,127.0744941,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 공수리 1512,충청남도 아산시청,,다온근린공원,36.77439519,127.0506067,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 탕정면 명암리 1308,충청남도 아산시청,,디스플레이시티 1,36.817908,127.064414,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 탕정면 갈산리 806,충청남도 아산시청,,온샘근린공원,36.79603789,127.055366,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 북수리 1783,충청남도 아산시청,,한빛근린공원(월천지구),36.925417,127.051714,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1197,충청남도 아산시청,,신도시1호공원(용곡공원),36.796614,127.092852,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1343,충청남도 아산시청,,신도시2호공원(지산공원),36.79191227,127.0973916,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1601,충청남도 아산시청,,신도시3호공원(앙강공원),36.785191,127.098848,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1745,충청남도 아산시청,,신도시4호공원(호수공원),36.793114,127.101164,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 2078,충청남도 아산시청,,신도시5호공원(아산역사공원),36.798085,127.104244,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1762,충청남도 아산시청,,신도시6호공원(아산역사공원),36.794668,127.106228,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 2089,충청남도 아산시청,,신도시7호공원(아산역사공원),36.790542,127.106238,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 장재리 1768,충청남도 아산시청,,신도시8호공원(탑골재공원),36.79576991,127.110237,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 휴대리 410-2일원,충청남도 아산시청,,11호근린공원(탕정택지지구),36.7818522,127.1050099,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 배방읍 공수리 1439,충청남도 아산시청,,배들소공원,36.772636,127.044211,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 둔포면 석곡리 1481,충청남도 아산시청,,둔포중앙공원,36.919466,127.058855,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 둔포면 석곡리1812,충청남도 아산시청,,새바람근린공원,36.9218906,127.051853,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 둔포면 석곡리 1783,충청남도 아산시청,,꿈마루근린공원,36.925417,127.051714,충청남도 아산시청,2022-03-30,041-540-2123
"충청남도 아산시 둔포면 석곡리 1741,1742,1,743",충청남도 아산시청,,둔포운용공원,36.92765949,127.0578785,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 인주면 걸매리 1023,충청남도 아산시청,,둔치근린공원,36.88532097,126.880485,충청남도 아산시청,2022-03-30,041-540-2123
충청남도 아산시 인주면 걸매리 1048,충청남도 아산시청,,나래근린공원,36.873148,126.8792239,충청남도 아산시청,2022-03-30,041-540-2123
